UID,Name,Latitude_BD09,Longitude_BD09,Latitude_WGS84,Longitude_WGS84,Address,Telephone,Tag
941103624525bbe9c5f50dff,"机场南",23.392343,113.30939,23.388783697603742,113.29754019185012,"地铁3号线北延段","",""
bb6ecb223da7fcbc87420eff,"人和",23.341556,113.302458,23.337909290826268,113.29062705209483,"地铁3号线北延段","",""
702eb3a07af2be0baf080fff,"龙归",23.294976,113.30738,23.29140498316451,113.29552510910699,"地铁3号线北延段","",""
0a4e9e0891be585133870aff,"永泰",23.226309,113.31289,23.222844984539762,113.30102038769147,"地铁3号线北延段","",""
49f9b642100f17f0611809ff,"白云大道北",23.228398,113.305064,23.224818077901766,113.29323586794962,"地铁3号线北延段","",""
a0b87e3a16104a0cb54f5483,"嘉禾望岗",23.243797,113.295105,23.24011344394019,113.28332725639372,"地铁2号线;地铁3号线北延段","",""
742a5068f13d905e72455b83,"黄边",23.228138,113.29371,23.224448555163534,113.28192362105219,"地铁2号线","",""
804afbfadf6f7773a8175a83,"江夏",23.217573,113.289643,23.213870097540415,113.27785569034097,"地铁2号线","",""
37210e9a74fd59214f3a5983,"萧岗",23.204681,113.28681,23.2009789755261,113.27501835746357,"地铁2号线","",""
66982776e7bc47605bf6be80,"车陂",23.130747,113.401879,23.126918848801395,113.38994270564277,"地铁4号线","",""
5cc58c48a87161f27f29bd80,"黄村",23.138551,113.413705,23.134730574697734,113.40176360046527,"地铁4号线","",""
8a76ce184009014dfb42b247,"东圃",23.115747,113.40807,23.11191185047049,113.3961251653176,"地铁5号线","",""
62fb932fc8e2ee51ff0eb047,"科韵路",23.12527,113.383954,23.121659842748457,113.37199010129152,"地铁5号线","",""
a35f0cb57d31784b4d6d4646,"车陂南",23.121955,113.396613,23.11816748997066,113.38466898121101,"地铁4号线;地铁5号线","",""
09c8db56470b0e033210af47,"文冲",23.109485,113.4755,23.10637356495979,113.46351570528901,"地铁5号线","",""
fad6125c7d51c145374aae47,"大沙东",23.111949,113.464838,23.10884801592332,113.45281979242603,"地铁5号线","",""
3890e242b45bfb1ff80cad47,"大沙地",23.108855,113.452565,23.105645720044727,113.44053364174556,"地铁5号线","",""
009d210444453215c256ac47,"鱼珠",23.10609,113.43874,23.102648248341758,113.42672658389868,"地铁5号线","",""
298be60e8703c20b0b5cb347,"三溪",23.110237,113.422299,23.106512389142267,113.410329401691,"地铁5号线","",""
6a0fbfc71003a249c41e51d8,"万胜围",23.103967,113.391201,23.10024685299492,113.3792339979689,"地铁4号线;地铁8号线","",""
6f66af2619c0964d9b0050d8,"官洲",23.073091,113.383236,23.069508018201063,113.37123814699929,"地铁4号线","",""
a96cad4f09219f8eaf0457d8,"大学城北",23.064521,113.391927,23.060804824319987,113.37994973232739,"地铁4号线","",""
703e6a450b488f6fa6c756d8,"大学城南",23.049785,113.406904,23.045974143316638,113.39495052204035,"地铁4号线","",""
9613b017cc428d06b62655d8,"新造",23.034558,113.422056,23.030863544020743,113.41009869678587,"地铁4号线","",""
43ae6900f4e02e0896f08ca0,"长湴",23.184202,113.355914,23.181034291890597,113.34387132983252,"地铁6号线","",""
b696341b3717b406ae31e5b9,"天河客运站",23.176465,113.35038,23.17334500178751,113.33834766809383,"地铁3号线;地铁6号线","",""
a28b412139342d808afc06ff,"燕塘",23.165941,113.334042,23.162795180864453,113.32206681611652,"地铁3号线北延段;地铁6号线","",""
f1140287cf26bf7a14c905ff,"梅花园",23.181273,113.326945,23.17803837377943,113.3149881079236,"地铁3号线北延段","",""
a1b550188c804968863304ff,"京溪南方医院",23.191003,113.332672,23.18783100382501,113.32068207285042,"地铁3号线北延段","",""
21041fb9de1f0ace70210bff,"同和",23.203049,113.332739,23.199873416812473,113.3207485825476,"地铁3号线北延段","",""
de4324aec5938e6941024555,"天平架",23.165239,113.327912,23.162026150621372,113.31596612859516,"地铁6号线","",""
dd41806835284eacd718b747,"员村",23.121549,113.37042,23.11819426184623,113.35842527615827,"地铁5号线","",""
0baf3ed2266fb36677e5b647,"潭村",23.123061,113.35257,23.11995303368871,113.3405645788893,"地铁5号线","",""
94b3eb3c98d5a0218a2fb547,"猎德",23.12434,113.338872,23.121247742243796,113.32689701481587,"地铁5号线","",""
989dae1440a0a7beadee7adf,"五山",23.158306,113.358452,23.155124438674903,113.34643481537833,"地铁3号线","",""
072b34b10813c6ee9ef779df,"华师",23.146269,113.351857,23.14315710593206,113.33985213997295,"地铁3号线","",""
9995aa0792b68e5dffa778df,"岗顶",23.14054,113.346151,23.1374547254037,113.33415751444716,"地铁3号线","",""
533d33b90c0014f8b7147fdf,"石牌桥",23.13898,113.3382,23.135878953875178,113.32622964566887,"地铁3号线","",""
995db91ea8a6e39141e1925e,"海心沙",23.117287,113.330888,23.114131019382036,113.31894114705369,"apm线","",""
296e62d4eab8d63de315f96c,"体育中心南",23.139833,113.33019,23.136661680956013,113.31825313829077,"apm线","",""
e5970413e1d36cf6ef74f86c,"天河南",23.137095,113.330694,23.133930590058043,113.318755305278,"apm线","",""
fe50c9ea8714679d55bfff6c,"黄埔大道",23.132683,113.330916,23.129522783950392,113.31897631034863,"apm线","",""
e798cd2d4aed015a5ed4fe6c,"妇儿中心",23.128275,113.331216,23.125119599425368,113.3192739365571,"apm线","",""
bd41d5e54e2acca33813fd6c,"花城大道",23.124833,113.331286,23.121679414835633,113.31934218181607,"apm线","",""
7c238c3c56e2c864f5eafc6c,"大剧院",23.121341,113.331248,23.118187967139377,113.31930236722812,"apm线","",""
153f25c935fbae831c5800ff,"林和西",23.147143,113.330347,23.14397001491951,113.31840604067835,"apm线;地铁3号线北延段","",""
7296ee03d327cb7527d2bb47,"五羊邨",23.12577,113.320796,23.122473426587547,113.3089064386097,"地铁5号线","",""
8aba43f63b02ce4a6c20b947,"动物园",23.140635,113.313797,23.13722107980248,113.30194691297424,"地铁5号线","",""
e5e541bbc12e63bf8405bf47,"淘金",23.142708,113.293142,23.139050590123823,113.281378777765,"地铁5号线","",""
106784634a5419d5f02d83a6,"黄花岗",23.147435,113.306513,23.143907451986585,113.29469708190209,"地铁6号线","",""
b2c0450d5e1613f0b3077ddf,"珠江新城",23.125212,113.32769,23.12201529315712,113.31576375555824,"地铁3号线;地铁5号线","",""
93dcb8acefe223dd0a1cc7df,"烈士陵园",23.132944,113.292188,23.12928635884643,113.28042864590752,"地铁1号线","",""
86f3e0f01eab69ac1a94c6df,"东山口",23.130338,113.302223,23.12676263660145,113.29043009529136,"地铁1号线;地铁6号线","",""
f933f6df46f798e550e5c5df,"杨箕",23.133238,113.314681,23.129841270822475,113.30282698726006,"地铁1号线;地铁5号线","",""
3f16881f50d8c0b9a1acc4df,"体育西路",23.136921,113.328028,23.13372454886268,113.31610226514519,"地铁1号线;地铁3号线;地铁3号线北延段","",""
a5dd413a2e18d696f9f0cbdf,"体育中心",23.140742,113.334927,23.137617459367775,113.3229687757951,"地铁1号线","",""
4f2adaf1e73da856efdfcadf,"广州东站",23.155809,113.330834,23.15263682951491,113.31888376797303,"地铁1号线;地铁3号线北延段","",""
e117f4b37028233cf4eafc1a,"区庄",23.140194,113.303405,23.136628969435264,113.29160676599471,"地铁5号线;地铁6号线","",""
ef0ecf0646b57fa6841541fe,"沙河顶",23.153135,113.31344,23.149709074859146,113.30158421546778,"地铁6号线","",""
99106cb86ccab4ed9a005056,"东湖",23.12151,113.295253,23.117872548187346,113.28348121781636,"地铁6号线","",""
c765baf1819df2b361685883,"白云文化广场",23.196198,113.282019,23.19251193149548,113.27022867916575,"地铁2号线","",""
026d4bb535f607d3cafa5f83,"白云公园",23.18798,113.277335,23.18432952763473,113.26554470648958,"地铁2号线","",""
9ad289bdc4b2b3b83f9a5e83,"飞翔公园",23.17509,113.270096,23.171528912935678,113.25830334526154,"地铁2号线","",""
40fd100206ba42fc8bf15d83,"三元里",23.165353,113.263705,23.16189566106442,113.25190477205756,"地铁2号线","",""
d8c4ee03058e6e9fc8213df9,"浔峰岗",23.170073,113.208259,23.166884826162303,113.19634146631691,"地铁6号线","",""
4c45535b156dc11dd7851fb2,"横沙",23.163816,113.213291,23.16070508693845,113.20137493738693,"地铁6号线","",""
afbdf2e7edc7c9dcd4851f1e,"一德路",23.119089,113.263704,23.115652440220593,113.25191855698245,"地铁6号线","",""
d6cc5d47462a194bb8bd6383,"越秀公园",23.146386,113.267746,23.142875177720065,113.25597506184906,"地铁2号线","",""
1a1b511cd240c06421026283,"纪念堂",23.138256,113.26981,23.13471902154324,113.25804749822258,"地铁2号线","",""
4ddb0e76e7bc47605af6be47,"小北",23.145765,113.282933,23.142101501247623,113.27118243707491,"地铁5号线","",""
7586a548a87161f27e29bd47,"广州火车站",23.153561,113.262848,23.150124871842564,113.25105697823551,"地铁2号线;地铁5号线","",""
53319c15034f2e3f58bbbc47,"西村",23.148021,113.248455,23.144834281357504,113.23661518242213,"地铁5号线","",""
1162af05464800580d3dda3b,"北京路",23.124931,113.276481,23.121319853666108,113.26472813393823,"地铁6号线","",""
2c7d5907ba85655ecbe33cdf,"长寿路",23.124097,113.24859,23.12091774071733,113.23675239445438,"地铁1号线","",""
64305a51ff003ccb5c17c3df,"陈家祠",23.131612,113.252777,23.128361207396317,113.24095796428502,"地铁1号线","",""
77b8131cfc56794e0582c2df,"西门口",23.131304,113.262402,23.127885708645415,113.25061809728376,"地铁1号线","",""
3cc90394b51b7a184007c1df,"公园前",23.131645,113.270642,23.128099186221625,113.25888146768958,"地铁1号线;地铁2号线","",""
ca8049e5a59333554351c0df,"农讲所",23.132934,113.281777,23.129281393707725,113.27002964859494,"地铁1号线","",""
ec8399bc7c9e12a096ca0747,"团一大广场",23.124252,113.284569,23.120591389344415,113.27281802952723,"地铁6号线","",""
954d9ea48741880bbca822bb,"海珠广场",23.121205,113.2723,23.117640876480372,113.26053851955405,"地铁2号线;地铁6号线","",""
a2c6a5a23a12850117764346,"西场",23.143052,113.244844,23.13992147542408,113.23299375774481,"地铁5号线","",""
a0fe555503a5bc5cbc484246,"中山八",23.131228,113.239453,23.12816823753124,113.22758642070386,"地铁5号线","",""
ad91546df35285eb85154146,"坦尾",23.131087,113.224712,23.128085287918914,113.21281534887433,"地铁5号线;地铁6号线","",""
29a55802f26a751cbca24046,"滘口",23.119403,113.21494,23.116332122085055,113.20303636181865,"地铁5号线","",""
f13cfab9a13fa1e6acee7a46,"沙贝",23.157883,113.217942,23.15482712631412,113.20603002888998,"地铁6号线","",""
6aa3f12edb9b31ee29b97cf6,"河沙",23.140817,113.224067,23.137809317742587,113.21216913562367,"地铁6号线","",""
feefc23e385aaf664f776eb7,"如意坊",23.120728,113.238208,23.117683663208886,113.22633311445419,"地铁6号线","",""
0e65f918d7fdba63f7e73b1b,"黄沙",23.115728,113.246955,23.112576077662595,113.23510553534476,"地铁1号线;地铁6号线","",""
6fff47e5681fc6473904b180,"琶洲",23.104508,113.373171,23.1011054369918,113.36116698785649,"地铁8号线","",""
7db8ba2fc8e2ee51fe0eb080,"新港东",23.104483,113.3637,23.101247745586125,113.35168084185369,"地铁8号线","",""
c402a96835284eacd618b780,"磨碟沙",23.104302,113.348033,23.10122266857497,113.33601774086253,"地铁8号线","",""
10ec17d2266fb36676e5b680,"赤岗",23.10211,113.341562,23.099033164301673,113.32955993343725,"地铁8号线","",""
17d35c204d3b1e9b9868b480,"鹭江",23.101371,113.314756,23.097983624587663,113.30287966518901,"地铁8号线","",""
5bd5c703d327cb7526d2bb80,"中大",23.09831,113.299561,23.094713624105104,113.28775439101065,"地铁8号线","",""
a9d2af9dc90588150c0e6b83,"东晓南",23.077434,113.30085,23.07385735411159,113.28902792029251,"地铁2号线","",""
b3741bece30ad8582ab97cdf,"广州塔",23.111992,113.32979,23.108824622739263,113.31784385978608,"apm线;地铁3号线","",""
39e60558bdeb6544e11103df,"客村",23.102117,113.327116,23.09891808338741,113.31517378332634,"地铁3号线;地铁8号线","",""
27d08ecaa35f3ba55c0d02df,"大塘",23.083674,113.328231,23.08049443954198,113.3162704049247,"地铁3号线","",""
e2a73602209a4f4bb05c6a83,"南洲",23.069927,113.304367,23.066395503088216,113.29253140146005,"地铁2号线","",""
83697c77b905a6d477026983,"洛溪",23.049312,113.305213,23.045803467308666,113.29339009858064,"地铁2号线","",""
98601eb9f3703f4b9e9d6883,"南浦",23.040016,113.299986,23.03645141522773,113.28819525354268,"地铁2号线","",""
b8e593fc28cd251102ec01df,"沥滘",23.060698,113.325597,23.057493852373725,113.313655782269,"地铁3号线","",""
2d1f0dc935fbae831c5800df,"厦滘",23.043327,113.327272,23.040156385061707,113.31533972562447,"地铁3号线","",""
876da44d61db1afe00ec01af,"文化公园",23.115126,113.256183,23.11182062442179,113.24436793955408,"地铁6号线","",""
68321c3bd64eb41cdaeced6c,"宝岗大道",23.092186,113.276154,23.088585524634468,113.26437351279361,"地铁8号线","",""
d774494f9f3c50008d55ec6c,"沙园",23.094855,113.267087,23.09136954523764,113.25529007616194,"地铁8号线","",""
8574f709ca4819726949f36c,"凤凰新村",23.100532,113.262661,23.09711691437648,113.25085545363727,"地铁8号线","",""
8426b40548045569f33cba80,"晓港",23.099352,113.288344,23.095693430777374,113.27656804577228,"地铁8号线","",""
bede900458ee9582601c6783,"市二宫",23.112226,113.276273,23.108619970326927,113.26451059867063,"地铁2号线","",""
038c3d0e1f03dea0adcb6683,"江南西",23.103578,113.28034,23.099941175720744,113.26857248611381,"地铁2号线","",""
c7d2815cb209994de6e96583,"昌岗",23.096953,113.283304,23.0933026162959,113.27153045387752,"地铁2号线;地铁8号线","",""
2f4d46020e5b3447a1046483,"江泰路",23.088395,113.287004,23.08473901021634,113.27522158306671,"地铁2号线","",""
