UID,Name,Latitude_BD09,Longitude_BD09,Latitude_WGS84,Longitude_WGS84,Address,Telephone,Tag
29da5a5c5df245c81b94c69c,"中山大学",23.102723,113.305314,23.099193246198503,113.2934871713903,"海珠区新港西路135号","",""
ddc8fe7205e884a7b6f42ffd,"暨南大学(广州石牌校区)",23.131822,113.354383,23.128696424428995,113.34237960522711,"广东省广州市天河区黄埔大道西601号","(020)85220114",""
4d232a6d6f257eedce06a436,"广东外语外贸大学(白云大道南辅路)",23.205913,113.295795,23.2022404878012,113.28398495169898,"中国广州市白云区白云大道北2号(北校区)，中国广州市番禺区小谷围广州大学城(南校区)","(020)83308484",""
bd83996bb4665494badf8f68,"广东财经大学",23.092359,113.361258,23.08916293997737,113.34922629175276,"广州市海珠区仑头路21号","(020)84096140",""
34e9c19149b09d3e9e82eac6,"广州大学",23.043873,113.3778,23.040408151232747,113.36581365895844,"广州市番禺区大学城外环西路230号(广州大学行政东楼后座504)","020-39366998",""
a45f647e846847649a0050da,"华南理工大学",23.1577,113.351566,23.15458382605322,113.33955206021596,"广州市天河区五山路381号","(020)87110000",""
e6ee2fd27e6514482b11d1d6,"广东工业大学大学城校区",23.039841,113.404262,23.036039694435992,113.39231957296613,"广州市大学城外环西路100号广工教学1-2号楼","020-39322320",""
657646b42fcae0b1ca09f057,"华南农业大学",23.161023,113.359105,23.157831737609712,113.34708518896943,"广州市天河区五山路483号","020-85280021",""
c4172f484899a04aab059d15,"华南师范大学(石牌校区)",23.142108,113.354533,23.138976853593434,113.34252828120415,"广州市天河区中山大道西55号（石牌校区）","(020)85211114,(020)85211098,(020)85211097",""
d4c17c139ebcb8240d3dda2d,"南方医科大学",23.192684,113.340775,23.18956608153689,113.32875362842961,"广州市广州大道北1838号","020-61640114",""
3ffb3a796bc43726adb22a07,"广东工业大学(迎龙路)",23.202193,113.36996,23.198808981452864,113.35792609099826,"沙河镇龙洞迎龙路161号","(020)87082939",""
504d61137c8ef5b3465726eb,"私立华联大学",23.16153,113.412329,23.157689375773685,113.40037280824555,"广州市天河区东圃小新塘合景路99号","(020)82373721",""
3d6c50d58b5e55b871455bca,"华南理工大学(大学城校区)",23.054498,113.413784,23.050707391975813,113.4018201708509,"广州市番禺区外环东路382华南理工大学大学城校区","020-39380031",""
586f95666b4b9d8bf11937ed,"广州航海学院",23.105457,113.484691,23.102264503962317,113.47275237965593,"广东省广州市黄埔区红山三路101号(地铁文冲站)","020-32081599",""
e17e9373ee904eb725d2bb8a,"广州体育学院",23.149966,113.325316,23.146726790821532,113.31339827313388,"广东省广州市天河区广州大道中1268号","020-87551717",""
863e61c83028d335a80dd8a4,"广州大学桂花岗校区",23.154702,113.272268,23.151124274162072,113.2605012106898,"桂花岗东1","(020)86395129",""
af1ae56beee7d8114307c19e,"中山大学(东校区)",23.072628,113.397157,23.06884910886985,113.38518300268481,"广州市番禺区大学城","020-84112828",""
764672e5da333cd394ec84fb,"广东外语外贸大学大学城校区",23.071123,113.404434,23.067302789826208,113.3924643691712,"广州市番禺区外环东路178号广东外语外贸大学大学城校区","020-39328105",""
5ff330080356445e32f71d75,"广东培正学院",23.416371,113.097382,23.413087823406947,113.08530000627407,"赤坭镇培正大道中1号","(020)86710904",""
161a0ed23f85422d5cd4fe0c,"广东白云学院西校区",23.276252,113.219079,23.27316522143552,113.2071601354495,"江高镇田南路13号","(020)36093271",""
9dbb63e9866cee94e311039e,"广东工业大学(东风路校区)",23.140886,113.306157,23.137356677856204,113.2943459771559,"越秀区东风东路729号(近万科金色家园)","",""
c5bd9a5dca7d3b0708ccdd20,"广州美术学院(昌岗东路)",23.099423,113.284988,23.09576697560656,113.27321574581066,"海珠区昌岗东路257号(近地铁昌岗站)","(020)84017011",""
8e9c038f20a1f29cc17da244,"华南师范大学(大学城校区)",23.060076,113.38573,23.056456364280372,113.37374450090543,"广东省广州市番禺区广州大学城外环西路378号","",""
1aa489fed8be2c55ae080fe5,"广东第二师范学院花都校区",23.410128,113.191155,23.40655252743864,113.17925037816988,"广州市花都区迎宾大道天马河东面","",""
46e86fddac8f0811d13ce369,"广东药学院赤岗校区",23.089841,113.34018,23.086762602619153,113.32817240122652,"江海大道","(020)34074193",""
54423829567a50c46268584c,"仲恺农业工程学院",23.115586,113.287181,23.111923738694905,113.27542164779308,"广东省广州市海珠区纺织路东沙街24号","(020)89003030",""
3c80992fe721927e4c6d46d8,"暨南大学南校区",23.021615,113.422364,23.017931822183705,113.41041460652599,"广州市番禺区兴业大道东855号","",""
97f9928ee762a485b9df8fba,"广东金融学院",23.20774,113.387109,23.204038133098315,113.37511359117215,"天河区龙洞迎福路527号(近39路公交车总站)","(020)37216000",""
f633606a781e994e0b69d9d6,"广州美术学院(大学城校区)",23.043673,113.389267,23.040007041759253,113.37730505844758,"广州市番禺区大学城外环西路168号广州美术学院大学城美术馆","020-39362002",""
da1cbd65975b8ff7f80cad4b,"星海音乐学院大学城校区",23.064141,113.387008,23.060497885613607,113.37502206089242,"广州市番禺区小谷围街(大学城)外环西路398号","020-39363636",""
1e813c38dc0371afb35c6ad9,"中山大学(北校区)",23.134614,113.296519,23.130981430201388,113.28474780501556,"广州市越秀区中山二路74号中山大学北校区","020-87331800",""
6ee01020b5638eef52e5c574,"广东第二师范学院海珠校区",23.10416,113.323699,23.1009126224966,113.31177652756567,"新港中路351号(近客村立交)","(020)34113231",""
8dec6e5c6d5b1b62e812e4e1,"南华工商学院(天平架校区)",23.171713,113.331244,23.168536034131115,113.31927503710251,"广州市天河区天平架沙太南路113号","(020)87204361",""
17277a397828f8f8c37da280,"广州医科大学",23.140263,113.263207,23.136827563035737,113.25142526149924,"东风西路195-10","",""
73645904a813a06007fef505,"华夏学院",23.583309,113.521864,23.579597937622808,113.5101276919741,"广州市从化城鳌大道东772号","(020)87864999,(020)87865222",""
e4d0910e34f4b2ccadcb6600,"广州中医药大学",23.161546,113.272879,23.15795681287866,113.26110652667236,"白云区机场路12号","(020)36588233",""
e46c26b549692aeaf219377e,"星海音乐学院沙河校区",23.15564,113.310308,23.152163651005893,113.29846651417053,"广东省广州市天河区先烈东横路48号","020-87632380,37246575",""
f0585b849ea32ef73010afe6,"广东药学院(大学城外环东路)",23.061722,113.418307,23.057965963275187,113.4063298372347,"广州市番禺区大学城外环东路280号","020-39352027,39352029",""
3fced9c86fc27f21cd04efc9,"广东药学院宝岗校区",23.107077,113.272487,23.10351373136422,113.26071389996528,"宝岗光汉直街40号","",""
1020060f6804e3a71894c649,"白云工商高级技工学校",23.276194,113.219102,23.273107436359197,113.20718319322462,"江高镇田南路13号","",""
61f634f6544510786b49f3ef,"广东技术师范学院西校区",23.151686,113.344336,23.148596481609104,113.33234017104519,"龙口西路576号","020-38470924",""
e4d510a3c7962f0d7adbd20b,"广州医科大学番禺校区",23.048171,113.432337,23.044633787556606,113.42034079131224,"广州市番禺区新道镇","(020)81340278,020-37103000",""
4c1dd043bac95f1a7bf7965d,"方圆大学时光",23.045344,113.412328,23.04155051926569,113.40037557212747,"番禺区广州大学城外环西路（岭南印象园对面）","",""
c5ddcc087ed30bb8d8131868,"广州广播电视大学",23.151744,113.282718,23.14807827727173,113.27096332134613,"越秀区麓景西路41号","(020)83480810",""
96b672aaffe9bb75ce04efea,"华南理工大学北区",23.169952,113.348495,23.16684438504869,113.33647203029452,"广州市天河区五山路381","020-87110000",""
103cd2bcf5431ea6e115f9c5,"广州中医药大学(新校区)",23.06764,113.41313,23.06383776203358,113.40115678736024,"广州市番禺区大学城外环东路232号","020-39358233",""
c3bcaa2808f9848c2fb96d25,"仲恺农业工程学院",23.379846,113.451781,23.376543083300376,113.43974710420866,"广新路388","(020)89003030",""
7d169cdc008f2aeb28d7ab1a,"广州市交通高级技工学校",23.241556,113.357384,23.23835835686424,113.34536732615288,"白云区沙太大源南路56号","(020)87431095",""
8fa14fc3fa04de6ef6eafc86,"南华工商学院(黄埔校区)",23.077449,113.420578,23.073711087572754,113.40859030575581,"长洲街金洲南路9号","(020)82556133",""
cc0849a0a283ea50940319eb,"潮汕学院广州校区",23.143661,113.435014,23.140137665192498,113.42302486730205,"中山大道珠吉路走马岗路115号","",""
060f5e531dbe2ad7081cc73c,"广东省社会主义学院",23.162045,113.265484,23.158560590006537,113.25369287289345,"三元里大道99号","(020)86574084",""
b3aa435d24eedc0a1476439f,"广东技术师范学院北校区",23.163316,113.260988,23.15990598352718,113.2491809041282,"广园西路183","(020)86398571",""
8ab0dfc44a43bd16d8ecedef,"广东法官学院",23.142531,113.34751,23.139441837494765,113.33551312304388,"龙口东路19号悦华大厦","(020)85135238,(020)85135239",""
105f21efb6030eb55dd4feaf,"南方医科大学南校区",23.096265,113.343608,23.093192991269113,113.33159506094208,"广州市海珠区石榴岗13号","020-61650065",""
f16090009a433ecc48cc4ae2,"广州城市职业学院广园北校区",23.166904,113.284901,23.163222255921617,113.27313016483879,"广州市广园中路511号(景泰坑)","",""
e34dc90f96c804e25a3ac872,"广州市广播电视大学",23.132861,113.279785,23.12922029626295,113.26803718460815,"中山四路172","(020)83350396",""
56f2f6963666f8800aa8d43c,"广州市社会主义学院起义路校区",23.127219,113.271045,23.123669279189315,113.25928411311071,"广州市越秀区起义路144号(近精英礼仪策划)","",""
298eb141a7ea68932dfaa784,"中山大学-南区",23.097321,113.303485,23.09376883962329,113.29166153253396,"海珠区新港西路135号","",""
a2ba6451374d0cca7bf79602,"中山大学现代远程教育番禺教学中心(广州市番禺区广播电视大学)",22.929316,113.370644,22.926035325808265,113.35864531368244,"广州市番禺区南街顺宁路","",""
bbbf8d470e82e3cb45e274c0,"广州电大萝岗区分校",23.185667,113.517116,23.182037728897612,113.50536848341497,"广东省广州市萝岗区孟田东路129号","",""
34f68ab00231590a8f55ecef,"广东工业大学沙河校区",23.154519,113.313739,23.151097069956478,113.30188037173508,"广东省广州天河区先烈东路131号","(020)87257867",""
